system:time_start,skin_temperature
,283.90743672162637
,282.8490603216763
,284.2359593416996
,283.77158031244386
,282.6759490966797
,284.37244660826934
,285.3682124550772
,284.68976584248156
,283.089124073014
,284.6830283417099
,284.85388772606393
,284.1613032461583
,283.1329877276073
,284.0207532246907
,283.7231052442529
,282.9862877125941
,283.412627647663
,285.49481142709084
,284.993306653253
,284.3162734663806
,284.52515566303356
,284.68623426590835
,283.9553955633521
,284.2921670204835
,285.37061033577754
,285.63181506628274
,285.126787426828
,283.1283393655243
,283.577251536636
,284.2697543440194
,284.73044841956363
,286.7927326187777
,283.8765634120196
,282.5946564948422
